img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-tent-in-field_637811136.jpg,1,1,0.9930,0.5314,0.9988,0.6932,0.9869,0.9999,0.9774,0.0000,1.0000,0.0000,0.3552,0.2827,0.3621
data/test/meta_classifier_train_data/known_test\0_real\lhq_1136.png,0,0,0.2642,0.9991,0.4989,0.8067,0.0239,0.0000,0.0151,0.0031,0.9415,0.0554,0.3004,0.4534,0.2462
data/test/meta_classifier_train_data/known_test\0_real\celeba_126.jpg,0,0,0.0004,0.0000,0.9987,0.9082,0.0021,0.0001,0.0000,1.0000,0.0000,0.0000,0.3411,0.2869,0.3719
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_250179422.jpg,1,1,0.9997,1.0000,0.9839,0.8088,0.9988,1.0000,1.0000,1.0000,0.0000,0.0000,0.4864,0.3067,0.2069
data/test/meta_classifier_train_data/known_test\0_real\architecture_134.jpg,0,0,0.1324,0.0005,0.1887,0.0124,0.0205,0.0000,0.7029,0.0000,0.0000,1.0000,0.3230,0.3274,0.3496
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-slight-vignette-effect_801820910.jpg,1,0,0.4018,0.0829,0.9999,0.8341,0.9996,0.1861,0.9219,1.0000,0.0000,0.0000,0.2339,0.2981,0.4681
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_alpine-mountain-landscape-at-sunrise-snow-peaks-glowing_863538120.jpg,1,1,0.9210,0.9874,0.9999,0.9773,0.5958,1.0000,0.9999,0.0000,0.9999,0.0000,0.3909,0.4136,0.1955
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-teenage-girl-in-casual-clothing-standing-on-a-cit_310727956.jpg,1,1,1.0000,1.0000,0.9999,0.9974,1.0000,0.9999,1.0000,0.9890,0.0106,0.0004,0.3006,0.1619,0.5376
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_brick-building-in-golden-hour_239699131.jpg,1,1,0.8768,0.9997,0.5633,0.9901,0.8067,1.0000,0.3612,0.0000,0.0027,0.9973,0.4702,0.3036,0.2263
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_333.jpg,0,0,0.0678,0.0002,1.0000,0.9789,0.4755,0.0000,0.0060,0.9817,0.0079,0.0104,0.2410,0.2897,0.4693
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-outdoors-with-blurred-city-lights_617361057.jpg,1,1,1.0000,1.0000,0.9999,0.9556,1.0000,1.0000,0.9995,1.0000,0.0000,0.0000,0.3144,0.5717,0.1140
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_classic-New-York-brownstone-street-autumn-leaves_725003956.jpg,1,1,0.9998,0.9945,0.9998,0.9998,1.0000,1.0000,1.0000,0.0298,0.0137,0.9565,0.3521,0.2302,0.4178
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_lush-jungle-waterfall-spray-in-the-air_866747348.jpg,1,1,0.9998,0.9997,0.9997,0.9539,1.0000,1.0000,1.0000,0.0000,0.9999,0.0001,0.3305,0.2971,0.3724
data/test/meta_classifier_train_data/known_test\0_real\lhq_2015.png,0,0,0.0069,0.9954,0.0136,0.4663,0.0000,0.0000,0.0005,0.0000,0.9999,0.0001,0.3046,0.5340,0.1614
data/test/meta_classifier_train_data/known_test\0_real\celeba_397.jpg,0,0,0.0038,0.0075,0.9950,0.9717,0.0002,0.0000,0.0000,1.0000,0.0000,0.0000,0.2855,0.2621,0.4524
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-wireless-headphones_578658816.jpg,1,1,0.9999,1.0000,1.0000,0.8174,0.9993,1.0000,0.9999,1.0000,0.0000,0.0000,0.3255,0.1859,0.4886
data/test/meta_classifier_train_data/known_test\0_real\lhq_1771.png,0,0,0.2405,0.5692,0.0007,0.1069,0.0005,1.0000,0.0003,0.0000,0.9999,0.0001,0.2802,0.4801,0.2398
data/test/meta_classifier_train_data/known_test\0_real\lhq_636.png,0,0,0.0029,0.2857,0.0002,0.3620,0.0014,0.0000,0.0070,0.0001,0.9899,0.0100,0.2567,0.5081,0.2353
data/test/meta_classifier_train_data/known_test\0_real\architecture_792.JPG,0,0,0.0496,0.3947,0.1707,0.0390,0.1614,0.0000,0.0302,0.0000,0.0000,1.0000,0.3221,0.4066,0.2713
data/test/meta_classifier_train_data/known_test\0_real\architecture_460.jpg,0,0,0.1167,0.9997,0.1075,0.0004,0.6977,0.0000,0.0002,0.0000,0.0000,1.0000,0.3337,0.4377,0.2287
data/test/meta_classifier_train_data/known_test\0_real\celeba_707.jpg,0,0,0.0025,0.0000,0.9932,0.8241,0.0091,0.0111,0.0000,1.0000,0.0000,0.0000,0.3115,0.2010,0.4875
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_inpainting_add-hoop-earrings_368584829.jpg,1,1,0.9998,0.9997,1.0000,0.6588,0.9998,1.0000,1.0000,0.9999,0.0000,0.0000,0.2667,0.2101,0.5232
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-person-silhouette-in-distance_336412085.jpg,1,1,0.9992,1.0000,0.9999,0.9657,0.9986,0.9990,0.9980,0.0000,1.0000,0.0000,0.2514,0.2777,0.4709
data/test/meta_classifier_train_data/known_test\0_real\lhq_74.png,0,0,0.0002,0.2992,0.0003,0.1403,0.0000,0.0000,0.0009,0.0000,1.0000,0.0000,0.3835,0.4719,0.1446
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-mole-on-face_376984618.jpg,1,1,1.0000,1.0000,1.0000,0.9992,1.0000,1.0000,0.9999,0.9999,0.0000,0.0000,0.2573,0.2257,0.5169
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_modern-museum-building-with-geometric-shapes_73466220.jpg,1,1,0.9555,0.9571,0.9595,0.3794,0.9998,1.0000,0.9969,0.0001,0.9183,0.0815,0.3281,0.3278,0.3441
data/test/meta_classifier_train_data/known_test\0_real\lhq_1042.png,0,0,0.0006,0.9543,0.0002,0.3432,0.0000,0.0000,0.0083,0.0000,1.0000,0.0000,0.2903,0.5964,0.1133
data/test/meta_classifier_train_data/known_test\0_real\lhq_513.png,0,0,0.0029,0.9792,0.0056,0.2741,0.0000,0.0000,0.0027,0.0000,1.0000,0.0000,0.2968,0.5858,0.1174
data/test/meta_classifier_train_data/known_test\0_real\lhq_1236.png,0,0,0.0543,0.9897,0.0744,0.8556,0.0040,0.0000,0.0462,0.0000,0.9662,0.0338,0.3026,0.5539,0.1435
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_modern-glass-facade-daylight_443516367.jpg,1,1,0.9608,0.9919,0.7467,0.9601,0.8872,1.0000,0.9998,0.0000,0.0003,0.9997,0.3410,0.3309,0.3281
data/test/meta_classifier_train_data/known_test\0_real\architecture_1554.jpg,0,0,0.0720,0.8796,0.4009,0.1386,0.0045,0.0000,0.0083,0.0000,0.0076,0.9924,0.3792,0.4114,0.2094
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-small-barn_957038279.jpg,1,1,0.9895,0.9857,0.9738,0.9904,1.0000,1.0000,1.0000,0.0000,0.6854,0.3146,0.2697,0.2503,0.4800
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_752398389.jpg,1,1,0.9989,0.4940,0.9977,0.9990,1.0000,0.9966,0.9998,0.0000,0.0000,1.0000,0.2651,0.3412,0.3937
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-lip-piercing_335192628.jpg,1,1,0.9961,1.0000,1.0000,0.9654,0.9691,0.9998,0.9999,0.9990,0.0010,0.0001,0.2530,0.1514,0.5957
data/test/meta_classifier_train_data/known_test\0_real\architecture_1444.JPG,0,0,0.0089,0.0574,0.1371,0.0007,0.0596,0.0001,0.0003,0.0000,0.0000,1.0000,0.2823,0.3192,0.3985
data/test/meta_classifier_train_data/known_test\0_real\architecture_1860.jpg,0,0,0.1031,0.2473,0.0299,0.0011,0.6601,0.0000,0.0007,0.0000,0.0001,0.9999,0.3105,0.4012,0.2882
data/test/meta_classifier_train_data/known_test\0_real\lhq_1187.png,0,0,0.0072,0.0271,0.0001,0.7138,0.0011,0.0000,0.0082,0.0150,0.9698,0.0152,0.2780,0.4000,0.3220
data/test/meta_classifier_train_data/known_test\0_real\architecture_1611.jpg,0,0,0.2564,0.9957,0.0338,0.0012,0.4107,0.0000,0.9067,0.0000,0.0000,1.0000,0.2579,0.2947,0.4474
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_small-countryside-church-with-stone-walls_911251732.jpg,1,1,0.9865,0.6841,0.9687,0.9742,0.9998,0.9999,1.0000,0.0023,0.0832,0.9145,0.4355,0.3901,0.1744
data/test/meta_classifier_train_data/known_test\0_real\lhq_309.png,0,0,0.0044,0.8026,0.0063,0.0117,0.0000,0.0000,0.0026,0.0000,0.6120,0.3880,0.2968,0.5009,0.2024
data/test/meta_classifier_train_data/known_test\0_real\lhq_1309.png,0,0,0.0042,0.1849,0.0001,0.3538,0.0052,0.0000,0.0183,0.0000,1.0000,0.0000,0.2282,0.3856,0.3862
data/test/meta_classifier_train_data/known_test\0_real\celeba_655.jpg,0,0,0.3221,0.6440,0.9873,0.5951,0.0007,0.0000,0.0001,1.0000,0.0000,0.0000,0.2940,0.2102,0.4958
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_foggy-forest_343152573.jpg,1,1,0.9990,0.2284,0.9994,0.9792,1.0000,0.9961,0.9999,0.0000,1.0000,0.0000,0.2289,0.3348,0.4363
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_600.jpg,0,0,0.0001,0.0000,0.9999,0.5943,0.0000,0.0000,0.0006,1.0000,0.0000,0.0000,0.3617,0.3682,0.2701
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-bench-near-path_389555303.jpg,1,1,0.7457,0.9458,0.9211,0.9663,1.0000,1.0000,0.0609,0.0000,0.9802,0.0198,0.2886,0.2529,0.4585
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_654.jpg,0,0,0.0029,0.0000,1.0000,0.6110,0.0014,0.0147,0.0006,0.9999,0.0000,0.0001,0.3839,0.3386,0.2775
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-deer-in-forest_142382589.jpg,1,1,0.8994,0.5250,0.9964,0.8642,1.0000,0.5273,0.9982,0.0000,1.0000,0.0000,0.2766,0.4169,0.3065
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_73.jpg,0,0,0.0009,0.0000,1.0000,0.8897,0.0004,0.0066,0.0002,0.9998,0.0000,0.0002,0.2577,0.2131,0.5293
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_921.jpg,0,0,0.2812,0.0006,0.9998,0.8627,0.0001,0.0060,0.0001,0.3919,0.2649,0.3433,0.2583,0.1746,0.5671
data/test/meta_classifier_train_data/known_test\0_real\architecture_315.JPG,0,0,0.0640,0.8577,0.6681,0.0916,0.0655,0.0000,0.0356,0.0000,0.0000,1.0000,0.4251,0.3387,0.2362
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_144193988.jpg,1,1,0.6132,0.9996,0.8135,0.2550,0.9151,1.0000,0.9994,0.0000,0.0263,0.9737,0.5105,0.3371,0.1525
data/test/meta_classifier_train_data/known_test\0_real\lhq_632.png,0,0,0.0030,0.6369,0.0001,0.8109,0.0000,0.0000,0.0133,0.0000,1.0000,0.0000,0.2285,0.3351,0.4364
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_Greek-island-whitewashed-buildings-with-blue-roofs_107064621.jpg,1,1,0.9563,1.0000,0.9907,0.8783,0.9986,0.9988,1.0000,0.0507,0.2572,0.6921,0.3523,0.2552,0.3925
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-middle-aged-man-with-shaved-head-gym-background_133523721.jpg,1,1,0.9698,1.0000,0.5008,0.6590,0.9999,1.0000,1.0000,0.8240,0.0021,0.1739,0.3737,0.4059,0.2204
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-subtle-film-grain-effect_414331134.jpg,1,0,0.2787,0.0029,0.9998,0.8892,0.2626,0.2173,0.9910,1.0000,0.0000,0.0000,0.2916,0.2897,0.4187
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_stable_diffusion_15_studio-portrait-of-a-middle-aged-Caucasian-woman-with-freckl_369319645.jpg,1,0,0.1521,0.2544,0.0735,0.5015,0.0170,0.0001,0.9909,0.9925,0.0075,0.0000,0.7254,0.2353,0.0393
data/test/meta_classifier_train_data/known_test\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-Hispanic-man-short-hair-warm-tone-_387493097.jpg,1,1,1.0000,1.0000,0.9911,0.8788,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3637,0.3048,0.3315
data/test/meta_classifier_train_data/known_test\0_real\lhq_1637.png,0,0,0.0020,0.9823,0.0000,0.5189,0.0188,0.0004,0.0003,0.0000,1.0000,0.0000,0.2006,0.4730,0.3264
data/test/meta_classifier_train_data/known_test\0_real\architecture_942.jpg,0,0,0.1341,0.9994,0.0645,0.1691,0.0052,0.0000,0.3475,0.0000,0.0000,1.0000,0.3463,0.3735,0.2802
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-bench-near-wall_276320456.jpg,1,1,0.9338,0.0007,0.9908,0.9197,0.8686,0.9990,0.9995,0.0000,0.0000,1.0000,0.3926,0.4522,0.1553
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_704.jpg,0,0,0.0126,0.0010,0.9981,0.8411,0.0074,0.0000,0.0496,0.9999,0.0001,0.0000,0.2654,0.2876,0.4470
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-single-bird-in-sky_235799635.jpg,1,1,0.9971,0.5017,0.9969,0.9143,1.0000,1.0000,0.9940,0.0000,1.0000,0.0000,0.2563,0.2833,0.4604
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_frozen-lake-with-snow-covered-pine-trees_446434188.jpg,1,1,0.8712,0.0022,0.9531,0.8756,0.9996,1.0000,0.8594,0.1492,0.6696,0.1812,0.4141,0.1967,0.3891
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-tent-in-field_950044724.jpg,1,1,0.9170,0.0117,0.9913,0.7878,0.5352,0.9997,0.9999,0.0000,0.9996,0.0004,0.3381,0.4311,0.2307
data/test/meta_classifier_train_data/known_test\0_real\architecture_585.jpg,0,1,0.7867,0.4027,0.3010,0.9228,0.9752,0.1119,0.9969,0.0005,0.0635,0.9360,0.2478,0.3403,0.4120
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_dramatic-thunderstorm-over-open-fields_635540031.jpg,1,1,0.9907,0.1916,0.9818,0.9111,0.9998,1.0000,0.9990,0.0000,0.9991,0.0009,0.3588,0.3141,0.3271
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_vast-tundra-under-cloudy-sky-lonely-feeling_751044797.jpg,1,1,0.9986,1.0000,0.9997,0.5311,0.9964,1.0000,0.9965,0.0000,1.0000,0.0000,0.4291,0.3202,0.2507
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_minimalist-concrete-building-clean-lines-overcast-sky_251258750.jpg,1,1,0.7989,1.0000,0.1000,1.0000,0.9980,1.0000,0.9999,0.0919,0.4459,0.4622,0.3873,0.3638,0.2489
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_98.jpg,0,0,0.3890,0.0000,1.0000,0.9649,0.0004,0.0000,0.0000,0.2141,0.5565,0.2294,0.2540,0.1780,0.5679
data/test/meta_classifier_train_data/known_test\0_real\lhq_1859.png,0,0,0.1516,0.9367,0.0003,0.7955,0.8246,0.0000,0.1060,0.0000,0.9420,0.0580,0.2824,0.4920,0.2256
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-balcony_135078507.jpg,1,1,0.9990,0.0428,0.9171,0.9994,0.9964,1.0000,1.0000,0.0000,0.0000,1.0000,0.4108,0.2638,0.3254
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_inpainting_add-lip-piercing_34327535.jpg,1,1,0.9995,1.0000,0.9974,0.7100,0.9967,1.0000,1.0000,1.0000,0.0000,0.0000,0.2706,0.1441,0.5853
data/test/meta_classifier_train_data/known_test\0_real\lhq_1856.png,0,0,0.0859,0.2076,0.0105,0.0858,0.3763,0.0005,0.0024,0.0001,0.9998,0.0001,0.4274,0.4348,0.1378
data/test/meta_classifier_train_data/known_test\0_real\celeba_578.jpg,0,0,0.0007,0.0000,0.9126,0.8796,0.0051,0.0003,0.0000,1.0000,0.0000,0.0000,0.2593,0.2060,0.5347
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-wind-turbine_472261484.jpg,1,1,0.9957,0.0604,0.9994,0.8990,1.0000,1.0000,0.9762,0.0000,1.0000,0.0000,0.3101,0.3527,0.3372
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_spring-scene-with-green-leaves_764369270.jpg,1,1,0.9812,0.9950,0.9999,0.7521,0.8679,1.0000,0.9981,0.0000,1.0000,0.0000,0.2810,0.4804,0.2386
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_450149968.jpg,1,1,0.9429,0.9995,0.9976,0.9897,0.8110,1.0000,0.8323,0.0000,0.1721,0.8279,0.3352,0.4154,0.2494
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_stable_diffusion_15_snow-covered-alpine-chalet-with-warm-lights-inside_840081099.jpg,1,1,0.9998,1.0000,0.9989,0.9998,0.9996,0.9999,1.0000,0.0035,0.0675,0.9290,0.3118,0.1903,0.4979
data/test/meta_classifier_train_data/known_test\0_real\architecture_964.jpg,0,0,0.0873,0.9337,0.1375,0.0047,0.3299,0.0027,0.6336,0.0000,0.0004,0.9996,0.3163,0.5829,0.1008
data/test/meta_classifier_train_data/known_test\0_real\celeba_583.jpg,0,0,0.0153,0.0000,1.0000,0.8348,0.0000,0.0955,0.0000,1.0000,0.0000,0.0000,0.3859,0.3209,0.2933
data/test/meta_classifier_train_data/known_test\0_real\lhq_439.png,0,0,0.0010,0.0017,0.0011,0.0754,0.0006,0.0000,0.0007,0.0123,0.9786,0.0091,0.2583,0.6064,0.1353
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_dreamlike_photoreal_20_modern-glass-skyscraper-in-city-center-photographed-at-dusk_933476227.jpg,1,1,0.9852,0.9963,0.5615,0.9957,1.0000,1.0000,1.0000,0.0002,0.0580,0.9418,0.3724,0.3714,0.2561
data/test/meta_classifier_train_data/known_test\0_real\architecture_428.jpg,0,0,0.0074,0.9999,0.5615,0.0038,0.0007,0.0000,0.0427,0.0000,0.0000,1.0000,0.3864,0.3625,0.2511
data/test/meta_classifier_train_data/known_test\0_real\lhq_938.png,0,0,0.0001,0.2811,0.0000,0.3380,0.0001,0.0000,0.0002,0.0000,1.0000,0.0000,0.1793,0.3497,0.4710
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-dog-near-path_86894676.jpg,1,1,0.9939,0.0158,0.9879,0.9979,1.0000,1.0000,0.9998,0.0000,1.0000,0.0000,0.2573,0.3119,0.4308
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_stable_diffusion_15_desert-oasis-with-palm-trees-and-water-pool_418744975.jpg,1,1,0.9803,0.8525,1.0000,0.9462,1.0000,1.0000,1.0000,0.0000,0.2661,0.7339,0.3339,0.2619,0.4041
data/test/meta_classifier_train_data/known_test\1_fake\building_manipulated_stable_diffusion_inpainting_add-ivy-on-facade_363446379.jpg,1,0,0.3712,0.9898,0.9693,0.1901,0.0590,1.0000,0.9999,0.0000,0.0000,1.0000,0.4757,0.2168,0.3075
data/test/meta_classifier_train_data/known_test\1_fake\human_manipulated_stable_diffusion_inpainting_add-nose-piercing_944284574.jpg,1,1,0.9992,0.9988,0.9990,0.9568,0.9984,1.0000,1.0000,1.0000,0.0000,0.0000,0.2703,0.1422,0.5875
data/test/meta_classifier_train_data/known_test\0_real\architecture_1776.jpg,0,0,0.1047,0.6555,0.0151,0.0119,0.4723,0.0000,0.0269,0.0000,0.0000,1.0000,0.4021,0.3156,0.2823
data/test/meta_classifier_train_data/known_test\1_fake\landscape_synthetic_dreamlike_photoreal_20_rolling-green-hills-in-spring-wildflowers-in-bloom_891010114.jpg,1,1,0.8668,0.9986,0.7793,0.4603,0.8711,1.0000,0.9996,0.0001,0.9995,0.0003,0.3535,0.5860,0.0605
data/test/meta_classifier_train_data/known_test\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_meadow-with-flowers-sunny_712272036.jpg,1,1,0.9543,0.9999,0.9226,0.9127,0.9893,0.9821,0.9870,0.0000,1.0000,0.0000,0.2995,0.3544,0.3461
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_traditional-Japanese-wooden-house-garden-with-lanterns_255046108.jpg,1,1,0.7474,0.0210,0.4440,0.9955,1.0000,1.0000,1.0000,0.0001,0.9075,0.0924,0.3250,0.3256,0.3494
data/test/meta_classifier_train_data/known_test\0_real\architecture_1694.JPG,0,0,0.4908,0.7005,0.6155,0.9797,0.0019,0.0000,0.0059,0.0000,0.0000,1.0000,0.4262,0.3826,0.1912
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_740.jpg,0,0,0.0018,0.0000,0.9992,0.1964,0.0030,0.0000,0.0001,0.9960,0.0026,0.0014,0.2370,0.2475,0.5154
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_328.jpg,0,0,0.0002,0.0001,1.0000,0.9510,0.0001,0.0000,0.0007,0.9999,0.0001,0.0000,0.3705,0.2470,0.3825
data/test/meta_classifier_train_data/known_test\0_real\celeba_720.jpg,0,0,0.0340,0.0000,0.9925,0.7969,0.0001,0.2851,0.0000,1.0000,0.0000,0.0000,0.3124,0.2387,0.4489
data/test/meta_classifier_train_data/known_test\0_real\celeba_253.jpg,0,0,0.1170,0.0018,0.9104,0.5274,0.0068,0.9919,0.0000,1.0000,0.0000,0.0000,0.3574,0.2317,0.4110
data/test/meta_classifier_train_data/known_test\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-stud-earrings_110829910.jpg,1,1,0.8720,1.0000,1.0000,0.8422,1.0000,0.0320,0.9999,1.0000,0.0000,0.0000,0.3526,0.2643,0.3830
data/test/meta_classifier_train_data/known_test\1_fake\building_synthetic_juggernaut_xl_v9_mosque-with-detailed-minarets-photographed-at-sunset_891617661.jpg,1,1,0.9973,0.9469,0.7587,0.9946,0.9998,1.0000,0.9998,0.0000,0.0001,0.9999,0.3740,0.3729,0.2531
data/test/meta_classifier_train_data/known_test\0_real\faceforensics_380.jpg,0,0,0.4575,0.9083,0.9999,0.7021,0.0147,0.0082,0.0009,0.9948,0.0000,0.0052,0.3644,0.2419,0.3937
data/test/meta_classifier_train_data/known_test\0_real\architecture_581.jpg,0,1,0.7512,0.0025,0.0152,0.6872,0.6067,0.8146,0.9577,0.0000,0.0000,1.0000,0.2778,0.3150,0.4072
